2021-09-18T11:07:54,582 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T16:59:11,163 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 44 ms. Found 1 JPA repository interfaces.
2021-09-18T16:59:12,318 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat initialized with port(s): 8080 (http)
2021-09-18T16:59:12,329 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Initializing ProtocolHandler ["http-nio-8080"]
2021-09-18T16:59:12,329 INFO  [restartedMain] o.a.c.c.StandardService: Starting service [Tomcat]
2021-09-18T16:59:12,330 INFO  [restartedMain] o.a.c.c.StandardEngine: Starting Servlet engine: [Apache Tomcat/9.0.46]
2021-09-18T16:59:12,430 INFO  [restartedMain] o.a.c.c.C.[.[.[/]: Initializing Spring embedded WebApplicationContext
2021-09-18T16:59:12,430 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext: Root WebApplicationContext: initialization completed in 2644 ms
2021-09-18T16:59:12,728 INFO  [restartedMain] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T16:59:12,739 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T16:59:12,907 INFO  [restartedMain] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T16:59:12,933 INFO  [restartedMain] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:3306/markaz (MySQL 5.5)
2021-09-18T16:59:13,023 INFO  [restartedMain] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.031s)
2021-09-18T16:59:13,044 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Current version of schema `markaz`: 1
2021-09-18T16:59:13,045 INFO  [restartedMain] o.f.c.i.c.DbMigrate: Schema `markaz` is up to date. No migration necessary.
2021-09-18T16:59:13,219 INFO  [restartedMain] o.h.Version: HHH000412: Hibernate ORM core version 5.4.32.Final
2021-09-18T16:59:13,405 INFO  [restartedMain] o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-09-18T16:59:13,532 INFO  [restartedMain] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T16:59:14,222 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator: HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-09-18T16:59:14,232 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean: Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-09-18T16:59:14,251 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer: LiveReload server is running on port 35729
2021-09-18T16:59:14,639 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration: spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-09-18T16:59:15,180 INFO  [restartedMain] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration: 

Using generated security password: d848b95d-60c9-4452-9b0d-8a1354252fb1

2021-09-18T16:59:15,300 INFO  [restartedMain] o.s.b.a.e.w.EndpointLinksResolver: Exposing 15 endpoint(s) beneath base path '/actuator'
2021-09-18T16:59:15,330 INFO  [restartedMain] o.s.s.w.DefaultSecurityFilterChain: Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@717992c8, org.springframework.security.web.context.SecurityContextPersistenceFilter@35d167e4, org.springframework.security.web.header.HeaderWriterFilter@1303d9ee, org.springframework.web.filter.CorsFilter@6ed54af2, org.springframework.security.web.csrf.CsrfFilter@3343c2a9, org.springframework.security.web.authentication.logout.LogoutFilter@6c3ac2bc, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@29c22cf9, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@1859fd6e, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@405fcae, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@7b722917, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3099b3f1, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@129ce55d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@564f516a, org.springframework.security.web.session.SessionManagementFilter@760768e3, org.springframework.security.web.access.ExceptionTranslationFilter@72031c80, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@216cc0cf]
2021-09-18T16:59:15,412 INFO  [restartedMain] o.a.c.h.Http11NioProtocol: Starting ProtocolHandler ["http-nio-8080"]
2021-09-18T16:59:15,865 INFO  [restartedMain] o.s.b.w.e.t.TomcatWebServer: Tomcat started on port(s): 8080 (http) with context path ''
2021-09-18T16:59:15,891 INFO  [restartedMain] c.m.p.PillarBeApplication: Started PillarBeApplication in 6.752 seconds (JVM running for 8.12)
2021-09-18T19:43:17,050 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.markaz.pillar.PillarBeApplicationTests], using SpringBootContextLoader
2021-09-18T19:43:17,063 INFO  [Test worker] o.s.t.c.s.AbstractContextLoader: Could not detect default resource locations for test class [com.markaz.pillar.PillarBeApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-09-18T19:43:17,065 INFO  [Test worker] o.s.t.c.s.AnnotationConfigContextLoaderUtils: Could not detect default configuration classes for test class [com.markaz.pillar.PillarBeApplicationTests]: PillarBeApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2021-09-18T19:43:17,215 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Found @SpringBootConfiguration com.markaz.pillar.PillarBeApplication for test class com.markaz.pillar.PillarBeApplicationTests
2021-09-18T19:43:17,358 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2021-09-18T19:43:17,400 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@205fc1f4, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@5f5a92a0, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@63f660ad, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@5251b103, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@cdf9adc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@79bc675, org.springframework.test.context.transaction.TransactionalTestExecutionListener@57382d23, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@8be476e, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@784725df, org.springframework.test.context.event.EventPublishingTestExecutionListener@21b6eccc, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@37f18cec, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@4d0e384b, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@c2685e8, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1a60d82c, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@214db160, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@1dbd1962, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@258cd6f8]
2021-09-18T19:43:17,833 INFO  [background-preinit] o.h.v.i.u.Version: HV000001: Hibernate Validator 6.1.7.Final
2021-09-18T19:43:17,925 INFO  [Test worker] c.m.p.PillarBeApplicationTests: Starting PillarBeApplicationTests using Java 13.0.2 on LAPTOP-KGVDH18P with PID 13732 (started by Abimanyu in C:\Users\Abimanyu\Desktop\markaz-pillar-be)
2021-09-18T19:43:17,932 INFO  [Test worker] c.m.p.PillarBeApplicationTests: No active profile set, falling back to default profiles: default
2021-09-18T19:43:19,470 INFO  [Test worker] o.s.d.r.c.RepositoryConfigurationDelegate: Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2021-09-18T19:43:19,544 INFO  [Test worker] o.s.d.r.c.RepositoryConfigurationDelegate: Finished Spring Data repository scanning in 60 ms. Found 1 JPA repository interfaces.
2021-09-18T19:43:20,472 INFO  [Test worker] o.f.c.i.l.VersionPrinter: Flyway Community Edition 7.1.1 by Redgate
2021-09-18T19:43:20,489 INFO  [Test worker] c.z.h.HikariDataSource: HikariPool-1 - Starting...
2021-09-18T19:43:20,724 INFO  [Test worker] c.z.h.HikariDataSource: HikariPool-1 - Start completed.
2021-09-18T19:43:20,755 INFO  [Test worker] o.f.c.i.d.b.DatabaseType: Database: jdbc:mysql://127.0.0.1:3306/markaz (MySQL 5.5)
2021-09-18T19:43:20,855 INFO  [Test worker] o.f.c.i.c.DbValidate: Successfully validated 1 migration (execution time 00:00.038s)
2021-09-18T19:43:20,882 INFO  [Test worker] o.f.c.i.c.DbMigrate: Current version of schema `markaz`: 1
2021-09-18T19:43:20,883 INFO  [Test worker] o.f.c.i.c.DbMigrate: Schema `markaz` is up to date. No migration necessary.
2021-09-18T19:43:21,190 INFO  [Test worker] o.h.Version: HHH000412: Hibernate ORM core version 5.4.32.Final
2021-09-18T19:43:21,484 INFO  [Test worker] o.h.a.c.Version: HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2021-09-18T19:43:21,676 INFO  [Test worker] o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
2021-09-18T19:43:22,639 INFO  [Test worker] o.h.e.t.j.p.i.JtaPlatformInitiator: HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2021-09-18T19:43:22,650 INFO  [Test worker] o.s.o.j.LocalContainerEntityManagerFactoryBean: Initialized JPA EntityManagerFactory for persistence unit 'default'
2021-09-18T19:43:23,590 WARN  [Test worker] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration: spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2021-09-18T19:43:25,112 INFO  [Test worker] o.s.b.a.s.s.UserDetailsServiceAutoConfiguration: 

Using generated security password: 843daf18-f7e1-44c0-aff1-422015711fd9

2021-09-18T19:43:25,438 INFO  [Test worker] o.s.b.a.e.w.EndpointLinksResolver: Exposing 14 endpoint(s) beneath base path '/actuator'
2021-09-18T19:43:25,506 INFO  [Test worker] o.s.s.w.DefaultSecurityFilterChain: Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@38a52e51, org.springframework.security.web.context.SecurityContextPersistenceFilter@6eea6cd6, org.springframework.security.web.header.HeaderWriterFilter@166f9f8c, org.springframework.web.filter.CorsFilter@39755318, org.springframework.security.web.csrf.CsrfFilter@270a3d0b, org.springframework.security.web.authentication.logout.LogoutFilter@421a1f54, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@3a3a444f, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@67c69f66, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@4d11ee11, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@5684529d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@54f29e8f, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@73510abe, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@360c0686, org.springframework.security.web.session.SessionManagementFilter@3b5c416e, org.springframework.security.web.access.ExceptionTranslationFilter@7ca8e155, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4b6dbfc8]
2021-09-18T19:43:25,709 INFO  [Test worker] c.m.p.PillarBeApplicationTests: Started PillarBeApplicationTests in 8.246 seconds (JVM running for 11.338)
2021-09-18T19:43:26,013 INFO  [SpringContextShutdownHook] o.s.o.j.LocalContainerEntityManagerFactoryBean: Closing JPA EntityManagerFactory for persistence unit 'default'
2021-09-18T19:43:26,017 INFO  [SpringContextShutdownHook] c.z.h.HikariDataSource: HikariPool-1 - Shutdown initiated...
2021-09-18T19:43:26,058 INFO  [SpringContextShutdownHook] c.z.h.HikariDataSource: HikariPool-1 - Shutdown completed.
2021-09-18T19:43:44,253 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.markaz.pillar.PillarBeApplicationTests], using SpringBootContextLoader
2021-09-18T19:43:44,262 INFO  [Test worker] o.s.t.c.s.AbstractContextLoader: Could not detect default resource locations for test class [com.markaz.pillar.PillarBeApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-09-18T19:43:44,264 INFO  [Test worker] o.s.t.c.s.AnnotationConfigContextLoaderUtils: Could not detect default configuration classes for test class [com.markaz.pillar.PillarBeApplicationTests]: PillarBeApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2021-09-18T19:43:44,393 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Found @SpringBootConfiguration com.markaz.pillar.PillarBeApplication for test class com.markaz.pillar.PillarBeApplicationTests
2021-09-18T19:43:44,527 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2021-09-18T19:43:44,552 INFO  [Test worker] o.s.b.t.c.SpringBootTestContextBootstrapper: Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7230db5c, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@753b1e3f, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@6c9162aa, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@38722ffa, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4c6ce993, org.springframework.test.context.support.DirtiesContextTestExecutionListener@610bccc7, org.springframework.test.context.transaction.TransactionalTestExecutionListener@668667e, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2f4c94b6, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@447c0bd, org.springframework.test.context.event.EventPublishingTestExecutionListener@3b955906, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@7e8b839c, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@352951df, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@f512def, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@1e1d086a, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3c28ef56, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@4370e6a5, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@45489571]
